Issues	Relationship	Link Issues
HADOOP-9389	is broken by	HADOOP-12439
HADOOP-9388	is related to	HADOOP-8562
HADOOP-9387	is related to	HADOOP-8562
HADOOP-9384	is duplicated by	HADOOP-11038
HADOOP-9384	is related to	HADOOP-10400
HADOOP-9384	is required by	FLUME-1691
HADOOP-9382	is related to	HADOOP-2192
HADOOP-9376	is related to	HADOOP-8562
HADOOP-9375	is related to	HADOOP-7290
HADOOP-9373	is related to	HADOOP-8562
HADOOP-9371	is related to	HADOOP-8545
HADOOP-9371	is related to	HDFS-4849
HADOOP-9370	is depended upon by	HADOOP-9355
HADOOP-9365	is depended upon by	PIG-4447
HADOOP-9363	is depended upon by	HDFS-3980
HADOOP-9363	is duplicated by	HADOOP-9645
HADOOP-9363	is related to	HDFS-4576
HADOOP-9361	is depended upon by	HADOOP-10400
HADOOP-9361	is related to	HDFS-6803
HADOOP-9361	is related to	HADOOP-9597
HADOOP-9361	is related to	HADOOP-11708
HADOOP-9361	is related to	HADOOP-3257
HADOOP-9361	is related to	HADOOP-9702
HADOOP-9361	is related to	HADOOP-10440
HADOOP-9361	is related to	HADOOP-10457
HADOOP-9361	is related to	HDFS-6193
HADOOP-9361	is related to	MAPREDUCE-5264
HADOOP-9361	is related to	HADOOP-8545
HADOOP-9361	is related to	HDFS-4872
HADOOP-9361	is related to	HDFS-353
HADOOP-9361	is related to	HDFS-6735
HADOOP-9361	is related to	HADOOP-9565
HADOOP-9357	is related to	HDFS-4653
HADOOP-9352	is depended upon by	HDFS-4542
HADOOP-9352	is required by	HDFS-4576
HADOOP-9350	is related to	HADOOP-11090
HADOOP-9343	is related to	YARN-142
HADOOP-9342	is related to	YARN-2815
HADOOP-9341	is depended upon by	HDFS-4539
HADOOP-9341	is related to	HDFS-4477
HADOOP-9339	is depended upon by	HADOOP-9336
HADOOP-9336	is depended upon by	HDFS-4532
HADOOP-9335	is duplicated by	HADOOP-9636
HADOOP-9334	is related to	HBASE-7927
HADOOP-9333	is depended upon by	HADOOP-9332
HADOOP-9333	is depended upon by	HADOOP-10528
HADOOP-9333	is related to	HDFS-6134
HADOOP-9332	is depended upon by	HADOOP-10528
HADOOP-9331	is depended upon by	MAPREDUCE-5025
HADOOP-9331	is required by	PIG-3289
HADOOP-9331	is required by	HIVE-5207
HADOOP-9331	is required by	HADOOP-9997
HADOOP-9319	is duplicated by	HADOOP-9785
HADOOP-9319	is related to	HADOOP-9309
HADOOP-9318	is duplicated by	SPARK-2318
HADOOP-9315	is broken by	HADOOP-8924
HADOOP-9311	is duplicated by	HADOOP-10301
HADOOP-9309	is broken by	HADOOP-8756
HADOOP-9307	is related to	HADOOP-9495
HADOOP-9305	is related to	HADOOP-9537
HADOOP-9304	is related to	MAPREDUCE-4686
HADOOP-9301	is related to	HADOOP-9342
HADOOP-9299	is depended upon by	HADOOP-8779
HADOOP-9297	is blocked by	HADOOP-9117
HADOOP-9296	is depended upon by	HBASE-7820
HADOOP-9287	is related to	HADOOP-11984
HADOOP-9287	is required by	HDFS-4491
HADOOP-9287	is required by	MAPREDUCE-4980
HADOOP-9285	is duplicated by	HADOOP-10482
HADOOP-9285	is duplicated by	HADOOP-11386
HADOOP-9283	is related to	HADOOP-9537
HADOOP-9282	is related to	ACCUMULO-905
HADOOP-9281	is duplicated by	MAPREDUCE-6526
HADOOP-9279	is broken by	HADOOP-8924
HADOOP-9271	is related to	HADOOP-9397
HADOOP-9265	is related to	HADOOP-13518
HADOOP-9261	is related to	HADOOP-13518
HADOOP-9260	is broken by	HADOOP-8924
HADOOP-9259	is related to	HADOOP-13518
HADOOP-9258	is depended upon by	HADOOP-8545
HADOOP-9258	is related to	HADOOP-9410
HADOOP-9258	is related to	HADOOP-13518
HADOOP-9253	is related to	HADOOP-9379
HADOOP-9249	is broken by	HADOOP-8924
HADOOP-9249	is cloned by	HADOOP-9315
HADOOP-9248	is duplicated by	HADOOP-12279
HADOOP-9246	is broken by	HADOOP-9245
HADOOP-9246	is duplicated by	YARN-361
HADOOP-9245	is broken by	HADOOP-8924
HADOOP-9244	is cloned by	HADOOP-10384
HADOOP-9244	is depended upon by	HADOOP-9991
HADOOP-9242	is related to	HADOOP-9217
HADOOP-9239	is related to	HADOOP-9243
HADOOP-9232	is broken by	HADOOP-8712
HADOOP-9232	is related to	HADOOP-9312
HADOOP-9232	is required by	HADOOP-9290
HADOOP-9227	is related to	HADOOP-13518
HADOOP-9226	is related to	HADOOP-7256
HADOOP-9221	is related to	HADOOP-9190
HADOOP-9219	is duplicated by	MAPREDUCE-3860
HADOOP-9211	is related to	HADOOP-10093
HADOOP-9211	is related to	HDFS-4475
HADOOP-9209	is duplicated by	HDFS-219
HADOOP-9206	is blocked by	HADOOP-9221
HADOOP-9202	is required by	HADOOP-8924
HADOOP-9194	is blocked by	HADOOP-9380
HADOOP-9192	is depended upon by	HDFS-4375
HADOOP-9192	is depended upon by	MAPREDUCE-4928
HADOOP-9192	is depended upon by	YARN-328
HADOOP-9190	is blocked by	HADOOP-8427
HADOOP-9177	is related to	HADOOP-9443
HADOOP-9175	is related to	HADOOP-8697
HADOOP-9174	is related to	HADOOP-8693
HADOOP-9171	is related to	HBASE-7435
HADOOP-9164	is related to	HADOOP-9759
HADOOP-9164	is related to	HADOOP-9831
HADOOP-9162	is related to	HADOOP-9831
HADOOP-9160	is blocked by	HADOOP-9964
HADOOP-9155	is duplicated by	HDFS-4319
HADOOP-9154	is blocked by	HADOOP-9124
HADOOP-9150	is related to	HDFS-6789
HADOOP-9146	is broken by	HADOOP-8947
HADOOP-9137	is related to	HDFS-4233
HADOOP-9136	is duplicated by	HADOOP-11518
HADOOP-9132	is related to	INFRA-5644
HADOOP-9131	is broken by	HADOOP-8962
HADOOP-9124	is related to	HADOOP-7153
HADOOP-9121	is related to	HADOOP-12843
HADOOP-9119	is depended upon by	HADOOP-8545
HADOOP-9118	is depended upon by	HADOOP-8545
HADOOP-9116	is depended upon by	HADOOP-8924
HADOOP-9116	is duplicated by	HADOOP-8723
HADOOP-9116	is related to	HADOOP-9260
HADOOP-9115	is related to	HDFS-4161
HADOOP-9114	is blocked by	HDFS-5544
HADOOP-9114	is related to	HADOOP-8240
HADOOP-9108	is depended upon by	HDFS-4233
HADOOP-9107	is related to	HADOOP-6762
HADOOP-9106	is duplicated by	HADOOP-9149
HADOOP-9106	is duplicated by	HADOOP-7397
HADOOP-9103	is related to	HADOOP-9544
HADOOP-9097	is related to	HDFS-4399
HADOOP-9096	is related to	HADOOP-9074
HADOOP-9094	is related to	HADOOP-9093
HADOOP-9087	is duplicated by	HADOOP-9941
HADOOP-9087	is related to	HADOOP-14702
HADOOP-9086	is related to	HADOOP-9085
HADOOP-9083	is required by	HIVE-3719
HADOOP-9082	is related to	HADOOP-9271
HADOOP-9082	is related to	HADOOP-9073
HADOOP-9082	is related to	HADOOP-8924
HADOOP-9081	is related to	HADOOP-9264
HADOOP-9079	is duplicated by	MAPREDUCE-4940
HADOOP-9079	is related to	YARN-235
HADOOP-9070	is broken by	HADOOP-9015
HADOOP-9061	is related to	MAPREDUCE-4987
HADOOP-9060	is blocked by	HADOOP-9984
HADOOP-9056	is related to	HDFS-4241
HADOOP-9056	is related to	HADOOP-9290
HADOOP-9055	is related to	HADOOP-7470
HADOOP-9049	is depended upon by	HADOOP-9064
HADOOP-9049	is related to	HDFS-4009
HADOOP-9047	is broken by	HADOOP-9042
HADOOP-9043	is depended upon by	HADOOP-9527
HADOOP-9043	is related to	HADOOP-9483
HADOOP-9042	is related to	HADOOP-8984
HADOOP-9039	is duplicated by	HADOOP-8932
HADOOP-9034	is related to	HADOOP-8999
HADOOP-9021	is duplicated by	HADOOP-10002
HADOOP-9018	is related to	HADOOP-8977
HADOOP-9008	is related to	HDFS-4163
HADOOP-9008	is related to	MAPREDUCE-4780
HADOOP-9008	is related to	YARN-207
HADOOP-9003	is duplicated by	MAPREDUCE-4752
HADOOP-8989	is depended upon by	HADOOP-10578
HADOOP-8989	is depended upon by	HADOOP-10579
HADOOP-8989	is depended upon by	HADOOP-10580
HADOOP-8989	is depended upon by	HADOOP-10544
HADOOP-8989	is duplicated by	HDFS-3124
HADOOP-8989	is related to	HADOOP-9195
HADOOP-8988	is related to	HADOOP-8343
HADOOP-8985	is related to	HDFS-4121
HADOOP-8982	is related to	HADOOP-9627
HADOOP-8980	is duplicated by	HADOOP-10518
HADOOP-8980	is related to	HADOOP-10718
HADOOP-8980	is related to	HADOOP-9674
HADOOP-8973	is related to	HADOOP-9413
HADOOP-8973	is related to	HADOOP-9367
HADOOP-8956	is required by	HADOOP-8975
HADOOP-8956	is required by	HADOOP-8978
HADOOP-8955	is required by	HADOOP-8973
HADOOP-8953	is related to	HADOOP-9018
HADOOP-8953	is required by	HADOOP-8977
HADOOP-8947	is required by	HADOOP-8948
HADOOP-8947	is required by	HADOOP-8949
HADOOP-8946	is required by	HADOOP-8947
HADOOP-8945	is required by	HADOOP-8946
HADOOP-8945	is required by	HADOOP-8947
HADOOP-8944	is related to	HDFS-8625
HADOOP-8943	is related to	HADOOP-4656
HADOOP-8942	is duplicated by	HADOOP-10233
HADOOP-8942	is related to	MAPREDUCE-4730
HADOOP-8942	is related to	HDFS-5788
HADOOP-8938	is duplicated by	HADOOP-11013
HADOOP-8937	is depended upon by	HBASE-6398
HADOOP-8934	is duplicated by	HADOOP-9066
HADOOP-8934	is related to	HADOOP-10971
HADOOP-8928	is depended upon by	HADOOP-8629
HADOOP-8926	is related to	HADOOP-8971
HADOOP-8924	is depended upon by	HADOOP-9117
HADOOP-8924	is related to	HADOOP-9207
HADOOP-8924	is related to	HADOOP-8420
HADOOP-8924	is related to	HADOOP-9251
HADOOP-8924	is required by	YARN-158
HADOOP-8921	is duplicated by	HADOOP-9423
HADOOP-8921	is related to	MAPREDUCE-5223
HADOOP-8917	is related to	HADOOP-18047
HADOOP-8914	is related to	HADOOP-10313
HADOOP-8912	is related to	SQOOP-651
HADOOP-8909	is related to	HDFS-4041
HADOOP-8906	is duplicated by	HADOOP-8845
HADOOP-8901	is related to	HADOOP-6069
HADOOP-8900	is related to	HADOOP-8079
HADOOP-8900	is related to	HADOOP-8645
HADOOP-8899	is related to	MAPREDUCE-4959
HADOOP-8891	is related to	HDFS-4009
HADOOP-8887	is related to	YARN-4594
HADOOP-8887	is related to	HADOOP-12712
HADOOP-8885	is related to	HADOOP-8886
HADOOP-8883	is related to	OOZIE-1010
HADOOP-8878	is depended upon by	HADOOP-8882
HADOOP-8873	is related to	HADOOP-8551
HADOOP-8861	is related to	HADOOP-7844
HADOOP-8860	is depended upon by	HDFS-3458
HADOOP-8860	is depended upon by	HADOOP-8427
HADOOP-8860	is depended upon by	MAPREDUCE-4282
HADOOP-8855	is depended upon by	HADOOP-8883
HADOOP-8855	is related to	HADOOP-8859
HADOOP-8854	is related to	HADOOP-8551
HADOOP-8854	is related to	HDFS-3446
HADOOP-8847	is related to	HADOOP-9264
HADOOP-8841	is related to	HADOOP-8791
HADOOP-8833	is broken by	HADOOP-8449
HADOOP-8832	is related to	HDFS-3963
HADOOP-8828	is related to	HDFS-3905
HADOOP-8824	is duplicated by	MAPREDUCE-4193
HADOOP-8821	is related to	HADOOP-8780
HADOOP-8818	is related to	HADOOP-12843
HADOOP-8817	is duplicated by	HADOOP-12283
HADOOP-8816	is duplicated by	HDFS-4585
HADOOP-8816	is related to	STORM-633
HADOOP-8813	is related to	HADOOP-12969
HADOOP-8812	is related to	HADOOP-8801
HADOOP-8811	is duplicated by	HADOOP-7294
HADOOP-8811	is related to	HADOOP-11927
HADOOP-8801	is related to	HDFS-3933
HADOOP-8794	is blocked by	YARN-9
HADOOP-8794	is related to	MAPREDUCE-4649
HADOOP-8794	is related to	HADOOP-7569
HADOOP-8792	is duplicated by	HADOOP-9902
HADOOP-8792	is required by	WHIRR-651
HADOOP-8790	is related to	HADOOP-7663
HADOOP-8787	is depended upon by	HADOOP-12649
HADOOP-8786	is duplicated by	HDFS-3904
HADOOP-8781	is related to	HBASE-6803
HADOOP-8779	is related to	HADOOP-8758
HADOOP-8779	is required by	HADOOP-8991
HADOOP-8776	is duplicated by	HADOOP-8933
HADOOP-8776	is related to	HADOOP-8744
HADOOP-8772	is related to	HADOOP-17839
HADOOP-8763	is depended upon by	HADOOP-8564
HADOOP-8762	is related to	HADOOP-8278
HADOOP-8756	is related to	HADOOP-8806
HADOOP-8756	is related to	HBASE-7080
HADOOP-8755	is related to	HDFS-3364
HADOOP-8753	is related to	HADOOP-9079
HADOOP-8751	is depended upon by	HDFS-9276
HADOOP-8744	is related to	HADOOP-8737
HADOOP-8738	is duplicated by	HADOOP-9935
HADOOP-8738	is duplicated by	MAPREDUCE-5678
HADOOP-8737	is duplicated by	HADOOP-8187
HADOOP-8737	is related to	HADOOP-8764
HADOOP-8737	is related to	HADOOP-8742
HADOOP-8736	is related to	MAPREDUCE-4634
HADOOP-8736	is related to	HADOOP-8754
HADOOP-8736	is related to	YARN-84
HADOOP-8730	is related to	HADOOP-11678
HADOOP-8727	is duplicated by	HADOOP-8735
HADOOP-8726	is broken by	HADOOP-8225
HADOOP-8725	is broken by	HADOOP-8225
HADOOP-8723	is related to	HADOOP-9260
HADOOP-8721	is related to	HADOOP-8644
HADOOP-8717	is broken by	HADOOP-6605
HADOOP-8711	is depended upon by	HDFS-4714
HADOOP-8710	is related to	HADOOP-8689
HADOOP-8704	is related to	HADOOP-17526
HADOOP-8704	is related to	HADOOP-11116
HADOOP-8701	is related to	HADOOP-7967
HADOOP-8700	is depended upon by	HADOOP-8240
HADOOP-8691	is duplicated by	HADOOP-10369
HADOOP-8691	is related to	HADOOP-10385
HADOOP-8690	is related to	HADOOP-9100
HADOOP-8689	is related to	HDFS-15492
HADOOP-8689	is related to	ACCUMULO-1254
HADOOP-8689	is related to	HADOOP-8770
HADOOP-8689	is related to	HADOOP-8598
HADOOP-8689	is related to	HDFS-4683
HADOOP-8662	is related to	HADOOP-8752
HADOOP-8661	is broken by	HADOOP-6686
HADOOP-8656	is required by	HADOOP-8650
HADOOP-8652	is related to	INFRA-12554
HADOOP-8648	is broken by	HDFS-3759
HADOOP-8648	is related to	HDFS-3753
HADOOP-8645	is related to	HADOOP-8900
HADOOP-8645	is related to	HDFS-3833
HADOOP-8645	is related to	HBASE-6814
HADOOP-8644	is required by	HADOOP-8581
HADOOP-8642	is related to	HADOOP-11334
HADOOP-8642	is related to	HADOOP-11627
HADOOP-8640	is related to	HDFS-9923
HADOOP-8640	is related to	HDFS-9908
HADOOP-8637	is required by	HADOOP-8633
HADOOP-8635	is required by	HADOOP-8633
HADOOP-8633	is related to	HADOOP-8627
HADOOP-8633	is related to	HADOOP-8634
HADOOP-8633	is related to	HADOOP-8158
HADOOP-8633	is related to	HADOOP-8635
HADOOP-8632	is broken by	HADOOP-6133
HADOOP-8631	is duplicated by	HADOOP-9408
HADOOP-8630	is depended upon by	HDFS-2492
HADOOP-8620	is related to	HADOOP-8450
HADOOP-8620	is related to	HADOOP-8368
HADOOP-8613	is required by	HDFS-3553
HADOOP-8612	is related to	HADOOP-8599
HADOOP-8608	is duplicated by	HADOOP-6287
HADOOP-8608	is duplicated by	HADOOP-10381
HADOOP-8608	is related to	HBASE-6990
HADOOP-8594	is related to	HADOOP-10477
HADOOP-8593	is cloned by	HDFS-3659
HADOOP-8591	is depended upon by	HADOOP-9126
HADOOP-8585	is related to	HDFS-3568
HADOOP-8584	is broken by	HADOOP-8523
HADOOP-8582	is duplicated by	HADOOP-6817
HADOOP-8581	is duplicated by	MAPREDUCE-4661
HADOOP-8574	is depended upon by	HADOOP-7977
HADOOP-8572	is related to	HADOOP-7101
HADOOP-8571	is depended upon by	HADOOP-7977
HADOOP-8570	is depended upon by	PIG-2746
HADOOP-8568	is duplicated by	HADOOP-3619
HADOOP-8568	is related to	HADOOP-3619
HADOOP-8564	is related to	HADOOP-8540
HADOOP-8564	is related to	HADOOP-8907
HADOOP-8562	is related to	HADOOP-9600
HADOOP-8562	is related to	HADOOP-9433
HADOOP-8562	is related to	HADOOP-9431
HADOOP-8562	is related to	HADOOP-9555
HADOOP-8562	is related to	HADOOP-9556
HADOOP-8562	is related to	HADOOP-9632
HADOOP-8558	is broken by	HADOOP-7227
HADOOP-8558	is related to	HADOOP-7524
HADOOP-8557	is related to	HADOOP-8537
HADOOP-8547	is related to	HADOOP-8563
HADOOP-8545	is depended upon by	BIGTOP-866
HADOOP-8545	is related to	HADOOP-10006
HADOOP-8545	is related to	HADOOP-9385
HADOOP-8541	is related to	HDFS-3650
HADOOP-8540	is related to	HADOOP-10450
HADOOP-8538	is related to	HDFS-1920
HADOOP-8538	is related to	HADOOP-8368
HADOOP-8533	is related to	HADOOP-8530
HADOOP-8525	is depended upon by	MAPREDUCE-4375
HADOOP-8522	is duplicated by	HADOOP-8625
HADOOP-8522	is duplicated by	HADOOP-6799
HADOOP-8515	is duplicated by	HADOOP-9395
HADOOP-8499	is related to	MAPREDUCE-2376
HADOOP-8499	is related to	HADOOP-8480
HADOOP-8497	is duplicated by	HADOOP-6857
HADOOP-8495	is duplicated by	MAPREDUCE-4298
HADOOP-8494	is duplicated by	HADOOP-2835
HADOOP-8488	is duplicated by	INFRA-4886
HADOOP-8488	is related to	HADOOP-8933
HADOOP-8488	is related to	HADOOP-8147
HADOOP-8483	is cloned by	INFRA-4886
HADOOP-8469	is depended upon by	YARN-18
HADOOP-8468	is related to	HDFS-4886
HADOOP-8468	is related to	HDFS-4898
HADOOP-8465	is required by	HDFS-3113
HADOOP-8461	is duplicated by	HADOOP-11137
HADOOP-8459	is required by	HDFS-3113
HADOOP-8458	is depended upon by	HADOOP-8465
HADOOP-8458	is required by	HDFS-3113
HADOOP-8453	is related to	HADOOP-8601
HADOOP-8451	is related to	MAPREDUCE-4267
HADOOP-8446	is related to	SMX4-1147
HADOOP-8444	is related to	HADOOP-9624
HADOOP-8437	is required by	HADOOP-8436
HADOOP-8436	is related to	HADOOP-12252
HADOOP-8430	is depended upon by	PIG-2791
HADOOP-8430	is related to	HADOOP-8422
HADOOP-8427	is related to	HADOOP-8796
HADOOP-8427	is related to	HDFS-3458
HADOOP-8427	is related to	MAPREDUCE-4282
HADOOP-8422	is related to	FLUME-2027
HADOOP-8422	is related to	HBASE-6067
HADOOP-8420	is related to	HBASE-6816
HADOOP-8419	is depended upon by	HADOOP-14097
HADOOP-8407	is related to	HADOOP-8162
HADOOP-8400	is duplicated by	HADOOP-8576
HADOOP-8400	is related to	HADOOP-8086
HADOOP-8399	is depended upon by	BIGTOP-147
HADOOP-8399	is duplicated by	HADOOP-8166
HADOOP-8397	is duplicated by	HADOOP-8442
HADOOP-8390	is duplicated by	HADOOP-8577
HADOOP-8390	is related to	HADOOP-9179
HADOOP-8372	is related to	HADOOP-9095
HADOOP-8368	is depended upon by	MAPREDUCE-4267
HADOOP-8368	is duplicated by	HDFS-3607
HADOOP-8368	is related to	HADOOP-8482
HADOOP-8368	is related to	HADOOP-8488
HADOOP-8368	is related to	HADOOP-8480
HADOOP-8368	is related to	HADOOP-8481
HADOOP-8366	is related to	HADOOP-8285
HADOOP-8365	is related to	HADOOP-8230
HADOOP-8361	is related to	HADOOP-8388
HADOOP-8357	is depended upon by	MAPREDUCE-4249
HADOOP-8357	is related to	MAPREDUCE-2767
HADOOP-8357	is related to	HADOOP-4487
HADOOP-8353	is related to	HADOOP-8650
HADOOP-8336	is related to	HADOOP-9307
HADOOP-8335	is required by	MAPREDUCE-3659
HADOOP-8334	is required by	MAPREDUCE-3659
HADOOP-8329	is related to	HADOOP-9506
HADOOP-8329	is related to	BIGTOP-400
HADOOP-8325	is depended upon by	MAPREDUCE-4135
HADOOP-8325	is depended upon by	MAPREDUCE-4205
HADOOP-8322	is duplicated by	HADOOP-8347
HADOOP-8316	is related to	HADOOP-7633
HADOOP-8315	is blocked by	ZOOKEEPER-1686
HADOOP-8315	is duplicated by	HADOOP-9498
HADOOP-8315	is related to	ZOOKEEPER-1455
HADOOP-8315	is required by	HADOOP-9938
HADOOP-8309	is required by	HDFS-3113
HADOOP-8308	is duplicated by	HADOOP-7416
HADOOP-8303	is duplicated by	MAPREDUCE-4180
HADOOP-8302	is duplicated by	MAPREDUCE-4178
HADOOP-8298	is related to	HADOOP-12077
HADOOP-8287	is related to	HADOOP-9455
HADOOP-8287	is related to	HADOOP-9532
HADOOP-8286	is depended upon by	MAPREDUCE-4161
HADOOP-8282	is related to	HADOOP-7569
HADOOP-8280	is depended upon by	MAPREDUCE-4150
HADOOP-8275	is depended upon by	HDFS-3134
HADOOP-8266	is related to	HADOOP-7657
HADOOP-8251	is broken by	HADOOP-6941
HADOOP-8242	is required by	HDFS-3050
HADOOP-8240	is related to	HDFS-6542
HADOOP-8240	is related to	HDFS-10237
HADOOP-8239	is blocked by	HDFS-3176
HADOOP-8235	is related to	HADOOP-8455
HADOOP-8235	is related to	HADOOP-8454
HADOOP-8235	is related to	HADOOP-8456
HADOOP-8235	is related to	HADOOP-8457
HADOOP-8235	is related to	HADOOP-8453
HADOOP-8234	is related to	HADOOP-8858
HADOOP-8233	is depended upon by	HADOOP-15788
HADOOP-8232	is duplicated by	HADOOP-8049
HADOOP-8231	is depended upon by	HADOOP-8232
HADOOP-8231	is depended upon by	HADOOP-8928
HADOOP-8230	is related to	HDFS-3120
HADOOP-8227	is depended upon by	MAPREDUCE-4079
HADOOP-8224	is related to	HADOOP-8149
HADOOP-8222	is related to	HADOOP-9902
HADOOP-8217	is related to	HADOOP-13515
HADOOP-8212	is depended upon by	HADOOP-8206
HADOOP-8211	is depended upon by	HADOOP-8210
HADOOP-8210	is required by	HDFS-3148
HADOOP-8209	is related to	HADOOP-8968
HADOOP-8209	is related to	HDFS-2983
HADOOP-8206	is depended upon by	HDFS-2185
HADOOP-8206	is related to	HADOOP-8217
HADOOP-8206	is related to	HADOOP-8215
HADOOP-8204	is blocked by	HADOOP-8193
HADOOP-8202	is related to	HADOOP-8219
HADOOP-8199	is related to	HADOOP-7569
HADOOP-8195	is related to	HADOOP-8040
HADOOP-8193	is depended upon by	HADOOP-8077
HADOOP-8193	is depended upon by	HADOOP-8236
HADOOP-8193	is depended upon by	HDFS-3084
HADOOP-8192	is related to	HADOOP-6941
HADOOP-8187	is related to	HADOOP-6924
HADOOP-8181	is related to	HADOOP-8037
HADOOP-8181	is related to	HADOOP-8132
HADOOP-8181	is related to	HADOOP-8090
HADOOP-8180	is related to	MAPREDUCE-3621
HADOOP-8179	is related to	HADOOP-8140
HADOOP-8175	is related to	HADOOP-8873
HADOOP-8175	is required by	HDFS-3104
HADOOP-8172	is broken by	HADOOP-8167
HADOOP-8168	is duplicated by	HADOOP-8496
HADOOP-8167	is depended upon by	OOZIE-761
HADOOP-8167	is related to	HADOOP-10178
HADOOP-8162	is related to	HDFS-3078
HADOOP-8159	is related to	HADOOP-12173
HADOOP-8159	is related to	HADOOP-16662
HADOOP-8157	is broken by	HADOOP-6502
HADOOP-8156	is related to	HBASE-4109
HADOOP-8152	is related to	MAPREDUCE-1651
HADOOP-8151	is duplicated by	HADOOP-12033
HADOOP-8151	is duplicated by	HADOOP-9666
HADOOP-8149	is related to	HADOOP-8216
HADOOP-8149	is related to	HBASE-5655
HADOOP-8149	is required by	HDFS-3066
HADOOP-8149	is required by	MAPREDUCE-3989
HADOOP-8148	is duplicated by	HADOOP-9689
HADOOP-8148	is related to	HADOOP-8258
HADOOP-8148	is related to	HDFS-3051
HADOOP-8148	is related to	HDFS-2834
HADOOP-8145	is related to	HADOOP-12862
HADOOP-8144	is depended upon by	HDFS-3258
HADOOP-8144	is related to	HBASE-5843
HADOOP-8143	is depended upon by	HADOOP-14557
HADOOP-8143	is related to	HIVE-16918
HADOOP-8140	is duplicated by	HADOOP-6387
HADOOP-8137	is related to	MAPREDUCE-3497
HADOOP-8136	is related to	HADOOP-9623
HADOOP-8135	is depended upon by	HDFS-2834
HADOOP-8134	is related to	HBASE-4109
HADOOP-8133	is related to	HDFS-2962
HADOOP-8133	is related to	HDFS-2303
HADOOP-8124	is related to	HADOOP-10995
HADOOP-8122	is related to	HADOOP-7899
HADOOP-8121	is related to	HADOOP-9125
HADOOP-8121	is related to	HADOOP-10656
HADOOP-8121	is related to	HADOOP-8170
HADOOP-8121	is related to	HADOOP-8145
HADOOP-8119	is broken by	HADOOP-7119
HADOOP-8117	is related to	HDFS-3019
HADOOP-8110	is duplicated by	HADOOP-8542
HADOOP-8110	is related to	HADOOP-8036
HADOOP-8110	is related to	HADOOP-7974
HADOOP-8105	is related to	HADOOP-8013
HADOOP-8100	is required by	HADOOP-8098
HADOOP-8092	is related to	HADOOP-9902
HADOOP-8088	is related to	HADOOP-10755
HADOOP-8087	is duplicated by	HADOOP-7418
HADOOP-8086	is related to	HADOOP-8391
HADOOP-8084	is duplicated by	HADOOP-8093
HADOOP-8079	is related to	HADOOP-8139
HADOOP-8079	is related to	MAPREDUCE-4322
HADOOP-8079	is related to	HBASE-6814
HADOOP-8078	is broken by	HADOOP-12948
HADOOP-8078	is related to	ZOOKEEPER-1205
HADOOP-8078	is related to	GIRAPH-211
HADOOP-8077	is related to	HDFS-2935
HADOOP-8070	is related to	HADOOP-6502
HADOOP-8070	is related to	HADOOP-8097
HADOOP-8069	is duplicated by	HADOOP-7421
HADOOP-8069	is related to	HADOOP-8071
HADOOP-8059	is related to	HADOOP-11449
HADOOP-8056	is duplicated by	HADOOP-6228
HADOOP-8053	is related to	HADOOP-6560
HADOOP-8050	is related to	HADOOP-10090
HADOOP-8048	is depended upon by	MAPREDUCE-3849
HADOOP-8048	is related to	MAPREDUCE-3825
HADOOP-8048	is related to	HADOOP-7967
HADOOP-8046	is depended upon by	HDFS-2492
HADOOP-8046	is depended upon by	HADOOP-8049
HADOOP-8043	is related to	HADOOP-7621
HADOOP-8042	is blocked by	HADOOP-7998
HADOOP-8042	is blocked by	HADOOP-8001
HADOOP-8042	is blocked by	HADOOP-8013
HADOOP-8040	is blocked by	HADOOP-9370
HADOOP-8040	is depended upon by	HADOOP-9758
HADOOP-8040	is duplicated by	HDFS-4561
HADOOP-8040	is duplicated by	HADOOP-7905
HADOOP-8040	is related to	HDFS-4205
HADOOP-8040	is related to	HADOOP-7905
HADOOP-8040	is related to	HADOOP-9652
HADOOP-8040	is required by	HDFS-4933
HADOOP-8040	is required by	HDFS-4934
HADOOP-8040	is required by	HDFS-4935
HADOOP-8036	is related to	HADOOP-7974
HADOOP-8036	is related to	HADOOP-8589
HADOOP-8033	is related to	HADOOP-6284
HADOOP-8031	is related to	HADOOP-8749
HADOOP-8027	is related to	HBASE-11603
HADOOP-8026	is duplicated by	HADOOP-9902
HADOOP-8021	is duplicated by	PIG-2508
HADOOP-8019	is duplicated by	HADOOP-8018
HADOOP-8015	is required by	HADOOP-8013
HADOOP-8015	is required by	HADOOP-8014
HADOOP-8014	is related to	HADOOP-10425
HADOOP-8014	is related to	HADOOP-8422
HADOOP-8014	is related to	HADOOP-8430
HADOOP-8007	is related to	HDFS-3084
HADOOP-8006	is broken by	HADOOP-7998
HADOOP-8005	is duplicated by	HADOOP-8004
HADOOP-8005	is related to	HDFS-3136
HADOOP-8005	is related to	MAPREDUCE-4060
HADOOP-7995	is duplicated by	HADOOP-5404
HADOOP-7995	is related to	HADOOP-7341
HADOOP-7994	is blocked by	HADOOP-7965
HADOOP-7993	is cloned by	HADOOP-8021
HADOOP-7988	is related to	KUDU-1942
HADOOP-7988	is related to	HADOOP-8878
HADOOP-7988	is related to	HADOOP-8882
HADOOP-7984	is required by	HDFS-4427
HADOOP-7977	is related to	HADOOP-8096
HADOOP-7977	is related to	HADOOP-8572
HADOOP-7971	is duplicated by	MAPREDUCE-3605
